Titre,Prix,Fabricant,Carrosserie,Energie,Puissance fiscale,Boite,Transmission,Kilometrage,Annee,Inserée le,Model
Land Rover Range Rover V8 4.2 SUPERCHARGED,189000,Land Rover,SUV/4x4,Essence,32,Automatique,Intégrale,55000,04.2010,25.02.2024,Range Rover V8 4.2 SUPERCHARGED
Renault Megane Sedan,70000,Renault,Berline,Essence,7,Manuelle,Traction,36000,07.2019,26.02.2024,Megane Sedan
Volkswagen T-Cross Confortline,75000,Volkswagen,SUV/4x4,Essence,6,Manuelle,Traction,3000,01.2024,26.02.2024,T-Cross Confortline
Volkswagen Golf 6 TEAM,39000,Volkswagen,Citadine,Essence,5,Manuelle,Manuelle,229000,07.2012,26.02.2024,Golf 6 TEAM
Audi A4 Cabriolet,56500,Audi,Cabriolet,Essence,10,Automatique,Propulsion,63000,10.2007,26.02.2024,A4 Cabriolet
Jaguar XF 15cv 2.0l,139000,Jaguar,Berline,Essence,15,Automatique,Propulsion,25000,03.2016,26.02.2024,XF 15cv 2.0l
Volkswagen Golf 7,55000,Volkswagen,Citadine,Essence,5,Manuelle,Traction,158000,10.2014,26.02.2024,Golf 7
Ford Fiesta,37500,Ford,Citadine,Essence,4,Manuelle,Manuelle,76000,11.2018,21.02.2024,Fiesta
Hyundai i20,67000,Hyundai,Citadine,Essence,5,Automatique,Traction,36000,01.2022,21.02.2024,i20
Haval H6 Très propre,101460,Haval,SUV/4x4,Essence,9,Automatique,Intégrale,61000,01.2021,21.02.2024,H6 Très propre
Mercedes-Benz Classe E Avant-garde,63000,Mercedes,Berline,Essence,11,Automatique,Propulsion,188000,09.2011,21.02.2024,-Benz Classe E Avant-garde
Audi A4,75000,Audi,Berline,Essence,8,Automatique,Traction,250000,07.2017,21.02.2024,A4
Mercedes-Benz Classe C C 200,28000,Mercedes,Berline,Essence,11,Manuelle,Traction,330000,04.2003,21.02.2024,-Benz Classe C C 200
BMW Série 2 Gran Coupé M sport,145000,BMW,Berline,Essence,8,Automatique,Automatique,45000,01.2023,21.02.2024,Série 2 Gran Coupé M sport
Peugeot 2008 Puretech,36900,Peugeot,SUV/4x4,Essence,5,Manuelle,Traction,141000,08.2016,21.02.2024,2008 Puretech
Hyundai i20,41500,Hyundai,Berline,Essence,5,Manuelle,Traction,150000,07.2020,21.02.2024,i20
Hyundai i10,35000,Hyundai,Berline,Essence,5,Manuelle,Traction,169000,07.2020,21.02.2024,i10
Mini Countryman,46000,Mini,Berline,Essence,7,Manuelle,Traction,105390,09.2011,21.02.2024,Countryman
Hyundai i10 km 50000,30500,Hyundai,Compacte,Essence,4,Manuelle,Traction,50000,01.2017,21.02.2024,i10 km 50000
Audi A6,39000,Audi,Berline,Essence,10,Automatique,Traction,213000,04.2011,26.02.2024,A6
Peugeot 508,33900,Peugeot,Berline,Essence,9,Manuelle,Traction,187000,06.2012,26.02.2024,508
BMW Série 1,28500,BMW,Citadine,Essence,7,Manuelle,Traction,307000,11.2005,26.02.2024,Série 1
Haval H6,85000,Haval,SUV/4x4,Essence,9,Automatique,Traction,79000,02.2021,26.02.2024,H6
Chery QQ,23900,Chery,Citadine,Essence,4,Manuelle,Traction,108000,04.2018,26.02.2024,QQ
Volkswagen Tiguan,65000,Volkswagen,SUV/4x4,Diesel,9,Automatique,Traction,158000,06.2014,26.02.2024,Tiguan
Wallyscar Iris,38000,Wallyscar,SUV/4x4,Essence,4,Manuelle,Traction,39000,02.2018,26.02.2024,Iris
Haval H6,76000,Haval,SUV/4x4,Essence,9,Automatique,Traction,53000,03.2019,26.02.2024,H6
Chery QQ,23900,Chery,Citadine,Essence,4,Manuelle,Traction,72000,06.2019,26.02.2024,QQ
Peugeot 2008,47900,Peugeot,SUV/4x4,Essence,5,Manuelle,Traction,139000,02.2018,26.02.2024,2008
BMW Série 1,30900,BMW,Citadine,Essence,7,Manuelle,Traction,266000,12.2008,26.02.2024,Série 1
Haval H6,65000,Haval,SUV/4x4,Essence,9,Automatique,Traction,100000,02.2017,26.02.2024,H6
Opel Insignia,59500,Opel,Berline,Essence,6,Manuelle,Traction,63000,11.2017,26.02.2024,Insignia
Ssangyong Korando Dune,120000,Ssangyong,Citadine,Diesel,8,Automatique,Traction,22000,08.2022,26.02.2024,Korando Dune
Ford F 250 V8,75500,Ford,Pick up,Diesel,24,Automatique,Traction,90000,03.2005,26.02.2024,F 250 V8
Alfa Romeo Mito,27500,Alfa Romeo,Citadine,Essence,6,Manuelle,Traction,165000,11.2012,26.02.2024,Mito
MG HS,171950,MG,Citadine,Essence,15,Automatique,Traction,18000,09.2022,26.02.2024,HS
Ford Focus sedan,38000,Ford,Berline,Essence,6,Manuelle,Traction,167000,04.2016,26.02.2024,Focus sedan
Mercedes-Benz Classe C,49900,Mercedes,Berline,Essence,9,Automatique,Traction,216000,11.2008,26.02.2024,-Benz Classe C
Jaguar XF R-SPORT,149000,Jaguar,Berline,Essence,15,Automatique,Propulsion,83000,08.2016,26.02.2024,XF R-SPORT
Volkswagen Golf 7,69000,Volkswagen,Citadine,Essence,6,Automatique,Traction,138000,06.2018,26.02.2024,Golf 7
BMW Série 5 F10,79900,BMW,Berline,Essence,10,Automatique,Traction,153000,12.2012,26.02.2024,Série 5 F10
Mercedes-Benz Classe A,88000,Mercedes,Citadine,Essence,6,Automatique,Traction,146000,03.2017,26.02.2024,-Benz Classe A
Mercedes-Benz Classe S,42000,Mercedes,Berline,Diesel,17,Automatique,Traction,249000,05.2002,26.02.2024,-Benz Classe S
KIA Rio 5p GTLINE essence تسجيل أول,65000,KIA,Compacte,Essence,5,Manuelle,Manuelle,66000,01.2022,24.02.2024,Rio 5p GTLINE essence تسجيل أول
KIA Rio 5p,51000,KIA,Berline,Essence,6,Manuelle,Manuelle,74000,01.2021,24.02.2024,Rio 5p
Mercedes-Benz Classe E,75000,Mercedes,Berline,Essence,12,Automatique,Propulsion,107000,06.2012,21.02.2024,-Benz Classe E
Citroën C-Elysée,28000,Citroën,Berline,Essence,5,Manuelle,Manuelle,126000,04.2018,21.02.2024,C-Elysée
Land Rover Discovery Sport,200000,Land Rover,SUV/4x4,Diesel,8,Automatique,Traction,58000,06.2019,21.02.2024,Discovery Sport
BMW Série 3 Modern,57500,BMW,Berline,Essence,7,Automatique,Traction,209000,01.2013,21.02.2024,Série 3 Modern
Mazda 3,57000,Mazda,Citadine,Essence,6,Manuelle,Traction,148000,11.2017,26.02.2024,3
Renault Koleos,98000,Renault,Citadine,Diesel,7,Manuelle,Traction,96000,12.2017,26.02.2024,Koleos
Mazda 3 sedan,41000,Mazda,Berline,Essence,6,Manuelle,Traction,141000,06.2015,26.02.2024,3 sedan
KIA Sportage,77000,KIA,Citadine,Essence,8,Automatique,Traction,138000,07.2016,26.02.2024,Sportage
KIA Sportage,84000,KIA,Citadine,Essence,8,Automatique,Traction,124000,04.2017,26.02.2024,Sportage
Peugeot 308 cc,36000,Peugeot,Cabriolet,Essence,9,Manuelle,Traction,198000,12.2012,26.02.2024,308 cc
Audi A6,42500,Audi,Berline,Essence,11,Automatique,Traction,269000,05.2010,26.02.2024,A6
Ssangyong Kyron,42000,Ssangyong,Citadine,Diesel,9,Manuelle,Traction,258000,11.2013,26.02.2024,Kyron
Mazda 3 sedan,55000,Mazda,Citadine,Essence,6,Manuelle,Traction,111000,08.2018,26.02.2024,3 sedan
Volkswagen Passat TDI,42000,Volkswagen,Berline,Diesel,5,Manuelle,Traction,227000,05.2011,26.02.2024,Passat TDI
Dacia Logan,14500,Dacia,Utilitaire,Diesel,6,Manuelle,Traction,330000,08.2012,26.02.2024,Logan
Mercedes-Benz Classe C C180,128000,Mercedes,Berline,Essence,9,Automatique,Traction,143000,07.2018,26.02.2024,-Benz Classe C C180
Volkswagen Passat B8,44000,Volkswagen,Berline,Essence,8,Manuelle,Traction,295000,08.2014,30.01.2024,Passat B8
Renault Symbol,29000,Renault,Autres,Essence,5,Manuelle,Traction,235000,01.2014,31.01.2024,Symbol
Renault Clio,35000,Renault,Compacte,Essence,5,Manuelle,Traction,165000,05.2016,31.01.2024,Clio
Honda City,43000,Honda,Berline,Essence,7,Automatique,Intégrale,79700,06.2017,31.01.2024,City
Mazda BT-50 Pro 4*4,68000,Mazda,Pick up,Diesel,9,Manuelle,Traction,180000,05.2018,31.01.2024,BT-50 Pro 4*4
Cupra Formentor,170000,Cupra,Citadine,Essence,11,Automatique,Traction,27000,07.2022,31.01.2024,Formentor
Chery Arrizo 5,28500,Chery,Berline,Essence,7,Manuelle,Traction,140000,11.2018,31.01.2024,Arrizo 5
Mercedes-Benz Classe C 180 kit AMG,124000,Mercedes,Berline,Essence,8,Automatique,Traction,100000,08.2016,31.01.2024,-Benz Classe C 180 kit AMG
Haval H6 Luxury,85000,Haval,SUV/4x4,Essence,9,Automatique,Traction,68800,04.2019,31.01.2024,H6 Luxury
Citroën C3 Puretech,42000,Citroën,Citadine,Essence,4,Manuelle,Traction,62000,10.2017,31.01.2024,C3 Puretech
Fiat Tipo Berline,45000,Fiat,Berline,Essence,6,Manuelle,Traction,110000,06.2020,31.01.2024,Tipo Berline
Peugeot 2008,56000,Peugeot,Compacte,Essence,5,Manuelle,Traction,36000,09.2017,31.01.2024,2008
Ssangyong Tivoli,56000,Ssangyong,Autres,Essence,8,Automatique,Propulsion,66500,12.2017,30.01.2024,Tivoli
Mercedes-Benz GLE Coupé AMG,590000,Mercedes,SUV/4x4,Diesel,12,Automatique,Intégrale,0,01.2024,30.01.2024,-Benz GLE Coupé AMG
Mercedes-Benz GLK,62000,Mercedes,SUV/4x4,Diesel,15,Automatique,Automatique,299000,09.2009,26.02.2024,-Benz GLK
Volkswagen Amarok,192000,Volkswagen,Pick up,Diesel,10,Automatique,Automatique,57000,12.2022,26.02.2024,Amarok
BMW Z3,92000,BMW,Cabriolet,Essence,8,Manuelle,Propulsion,150000,09.2001,30.01.2024,Z3
Toyota Land Cruiser,65000,Toyota,SUV/4x4,Diesel,10,Manuelle,Traction,334000,01.1985,26.02.2024,Land Cruiser
Seat Ateca,105000,Seat,SUV/4x4,Essence,8,Automatique,Traction,36000,05.2021,26.02.2024,Ateca
Volkswagen Golf 7,65000,Volkswagen,Citadine,Essence,6,Automatique,Traction,71000,02.2019,26.02.2024,Golf 7
Volkswagen Golf 8,109000,Volkswagen,Citadine,Essence,6,Manuelle,Traction,13000,09.2020,26.02.2024,Golf 8
Haval H6,85000,Haval,SUV/4x4,Essence,9,Automatique,Traction,45000,02.2020,26.02.2024,H6
Chevrolet Aveo,21000,Chevrolet,Autres,Essence,6,Manuelle,Traction,200000,05.2007,30.01.2024,Aveo
Fiat Fiorino,22000,Fiat,Utilitaire,Diesel,5,Manuelle,Traction,197000,12.2017,26.02.2024,Fiorino
Renault Symbol,39900,Renault,Berline,Essence,5,Manuelle,Traction,74000,01.2021,26.02.2024,Symbol
Alfa Romeo Giulietta,52000,Alfa Romeo,Citadine,Essence,7,Manuelle,Traction,100000,01.2018,26.02.2024,Giulietta
Haval H6,79000,Haval,SUV/4x4,Essence,9,Automatique,Traction,105000,09.2019,26.02.2024,H6
Mercedes-Benz Classe C C180 AMG,120000,Mercedes,Berline,Essence,8,Automatique,Propulsion,150000,06.2016,30.01.2024,-Benz Classe C C180 AMG
Mercedes-Benz Classe C,62000,Mercedes,Compacte,Essence,9,Manuelle,Propulsion,129000,11.2010,30.01.2024,-Benz Classe C
Toyota RAV 4 Hybride Gris Silver,129000,Toyota,SUV/4x4,Hybride essence,9,Automatique,Traction,119000,07.2020,30.01.2024,RAV 4 Hybride Gris Silver
Mercedes-Benz Classe E coupé 2.0L,49500,Mercedes,Coupé,Essence,12,Automatique,Traction,190000,09.2009,26.02.2024,-Benz Classe E coupé 2.0L
Dacia Logan,20000,Dacia,Citadine,Hybride essence,5,Manuelle,Traction,210000,11.2010,30.01.2024,Logan
Volkswagen Golf 7 Lounge,58000,Volkswagen,Citadine,Essence,5,Manuelle,Manuelle,113000,11.2015,20.02.2024,Golf 7 Lounge
Audi A4,48000,Audi,Berline,Essence,7,Manuelle,Traction,173000,07.2012,20.02.2024,A4
Mercedes-Benz CLA 180 Amg,170000,Mercedes,Berline,Essence,7,Automatique,Traction,42000,05.2020,20.02.2024,-Benz CLA 180 Amg
Audi A4 S-LINE,37000,Audi,Berline,Essence,7,Manuelle,Intégrale,168000,11.2011,21.02.2024,A4 S-LINE
Peugeot 308 GT-Line ALLURE GT EAT8 130 CV,89000,Peugeot,SUV/4x4,Essence,7,Automatique,Traction,119000,01.2019,21.02.2024,308 GT-Line ALLURE GT EAT8 130 CV
BMW Série 4 Gran Coupé,190000,BMW,Berline,Essence,21,Automatique,Propulsion,63000,12.2020,30.01.2024,Série 4 Gran Coupé
Fiat Fiorino,25000,Fiat,Citadine,Diesel,5,Manuelle,Traction,135000,12.2017,21.02.2024,Fiorino
Mercedes-Benz Classe S 350,125000,Mercedes,Berline,Essence,19,Automatique,Traction,130000,01.2012,30.01.2024,-Benz Classe S 350
Chevrolet Sonic,24500,Chevrolet,Citadine,Essence,5,Manuelle,Traction,100123,12.2016,21.02.2024,Sonic
Fiat Doblo,25000,Fiat,Berline,Diesel,5,Manuelle,Propulsion,200000,10.2019,21.02.2024,Doblo
Seat Ibiza FR Plus,79000,Seat,Berline,Essence,6,Automatique,Traction,14000,01.2023,30.01.2024,Ibiza FR Plus
Peugeot 207,28000,Peugeot,Citadine,Essence,5,Manuelle,Traction,94910,12.2011,20.02.2024,207
Ford Focus Première Main,35000,Ford,Berline,Essence,7,Manuelle,Manuelle,185000,06.2014,20.02.2024,Focus Première Main
Audi A4,29500,Audi,Autres,Essence,6,Manuelle,Manuelle,210000,05.2009,20.02.2024,A4
Hyundai Grand Santa Fe,135000,Hyundai,SUV/4x4,Diesel,12,Automatique,Intégrale,100000,10.2018,13.02.2024,Grand Santa Fe
Tata Xenon X2 Double Cabine 4x2,34500,TATA,Pick up,Diesel,7,Manuelle,Propulsion,70800,02.2020,13.02.2024,Tata Xenon X2 Double Cabine 4x2
Chevrolet Aveo Ls,22000,Chevrolet,Berline,Essence,5,Manuelle,Traction,220000,03.2013,13.02.2024,Aveo Ls
Dacia Dokker Van Dokker,29000,Dacia,Utilitaire,Diesel,6,Manuelle,Traction,158000,06.2018,13.02.2024,Dokker Van Dokker
Dacia Sandero Stepway,36000,Dacia,Berline,Essence,5,Manuelle,Traction,149000,07.2014,13.02.2024,Sandero Stepway
Mercedes-Benz Classe A 180,54000,Mercedes,Berline,Essence,7,Manuelle,Traction,188000,10.2013,13.02.2024,-Benz Classe A 180
Renault Kadjar,60000,Renault,SUV/4x4,Essence,7,Manuelle,Traction,116000,06.2017,14.02.2024,Kadjar
BMW Série 4 Coupé,119000,BMW,Coupé,Essence,7,Automatique,Propulsion,93000,08.2019,14.02.2024,Série 4 Coupé
BMW Série 4 Gran Coupé,109000,BMW,Berline,Essence,7,Automatique,Propulsion,82000,11.2016,14.02.2024,Série 4 Gran Coupé
Hyundai Grand i10 Comme neuf,34800,Hyundai,Compacte,Essence,5,Automatique,Traction,110000,01.2016,14.02.2024,Grand i10 Comme neuf
Seat Ibiza xcellence,45900,Seat,Citadine,Essence,4,Manuelle,Traction,90000,06.2021,14.02.2024,Ibiza xcellence
Mazda CX-5 SKYACTIV AWD,55000,Mazda,SUV/4x4,Essence,9,Automatique,Traction,160000,03.2014,14.02.2024,CX-5 SKYACTIV AWD
Mazda CX-5,78000,Mazda,SUV/4x4,Essence,9,Automatique,Traction,100000,06.2016,20.02.2024,CX-5
MG GS 2.0L,54000,MG,SUV/4x4,Essence,13,Automatique,Traction,58000,07.2017,20.02.2024,GS 2.0L
KIA Picanto BOITE AUTO,32500,KIA,Coupé,Essence,5,Automatique,Traction,140000,06.2013,20.02.2024,Picanto BOITE AUTO
Ford Ecosport Titanium,82500,Ford,SUV/4x4,Essence,7,Manuelle,Traction,5000,08.2023,20.02.2024,Ecosport Titanium
MG GS,65000,MG,SUV/4x4,Essence,9,Automatique,Intégrale,100000,01.2018,20.02.2024,GS
KIA Rio 5p SX,62800,KIA,Compacte,Essence,5,Manuelle,Manuelle,36500,03.2021,20.02.2024,Rio 5p SX
KIA Picanto,48000,KIA,Autres,Essence,5,Automatique,Automatique,57000,09.2019,20.02.2024,Picanto
Peugeot 2008,50000,Peugeot,SUV/4x4,Essence,5,Manuelle,Traction,50000,06.2020,20.02.2024,2008
Fiat 500,42000,Fiat,Citadine,Essence,4,Automatique,Traction,67000,01.2017,20.02.2024,500
Citroën C4 excelente,34000,Citroën,Compacte,Essence,6,Manuelle,Traction,160000,03.2012,20.02.2024,C4 excelente
Volkswagen Golf 8,95000,Volkswagen,Compacte,Essence,6,Manuelle,Traction,30000,09.2021,20.02.2024,Golf 8
BMW Série 3,72000,BMW,Berline,Essence,7,Automatique,Propulsion,135000,07.2015,20.02.2024,Série 3
Toyota Yaris 2018,35000,Toyota,Compacte,Essence,4,Manuelle,Traction,102000,04.2018,10.02.2024,Yaris 2018
Peugeot 206,14000,Peugeot,Citadine,Diesel,5,Manuelle,Traction,250000,11.2003,10.02.2024,206
Jeep Grand Cherokee LIMITED,350000,Jeep,SUV/4x4,Essence,20,Automatique,Intégrale,20000,08.2019,10.02.2024,Grand Cherokee LIMITED
Citroën C-Elysée,24000,Citroën,Berline,Essence,5,Manuelle,Traction,178000,05.2016,10.02.2024,C-Elysée
BMW Série 3 F30 316i,86200,BMW,Berline,Essence,7,Automatique,Propulsion,150000,06.2013,10.02.2024,Série 3 F30 316i
Peugeot 3008,75000,Peugeot,SUV/4x4,Essence,7,Automatique,Traction,170000,02.2020,10.02.2024,3008
Volkswagen Golf 7 2.0 TDI GTD,95000,Volkswagen,Berline,Diesel,10,Automatique,Traction,150000,01.2016,10.02.2024,Golf 7 2.0 TDI GTD
Volkswagen Golf 6,45000,Volkswagen,Citadine,Diesel,5,Manuelle,Traction,200000,10.2010,10.02.2024,Golf 6
Haval Jolion toute option,89500,Haval,SUV/4x4,Essence,9,Automatique,Traction,29000,07.2023,10.02.2024,Jolion toute option
Ford Fiesta,26000,Ford,Citadine,Essence,5,Manuelle,Traction,130000,11.2014,10.02.2024,Fiesta
Peugeot 3008 GT,130000,Peugeot,SUV/4x4,Essence,9,Automatique,Traction,30000,01.2022,10.02.2024,3008 GT
BMW Série 5,138000,BMW,Autres,Essence,10,Automatique,Propulsion,138000,11.2018,12.02.2024,Série 5
Ssangyong Tivoli,75000,Ssangyong,SUV/4x4,Essence,6,Manuelle,Traction,56000,05.2022,12.02.2024,Tivoli
Opel Astra 120ème anniversaire de Opel,59500,Opel,Compacte,Essence,6,Manuelle,Traction,81000,08.2019,12.02.2024,Astra 120ème anniversaire de
Mercedes-Benz Classe C 1.6,57500,Mercedes,Citadine,Diesel,7,Manuelle,Traction,137000,01.2013,12.02.2024,-Benz Classe C 1.6
MG ZS,70000,MG,SUV/4x4,Essence,7,Automatique,Traction,60000,08.2020,12.02.2024,ZS
KIA Sportage,80500,KIA,SUV/4x4,Essence,8,Automatique,Traction,92000,07.2016,12.02.2024,Sportage
Mercedes-Benz Classe A Amg,142000,Mercedes,Compacte,Essence,7,Automatique,Traction,65000,03.2020,12.02.2024,-Benz Classe A Amg
KIA Sportage GT-LINE,195000,KIA,SUV/4x4,Hybride essence,10,Automatique,Intégrale,33449,06.2023,19.02.2024,Sportage GT-LINE
Volkswagen Tiguan VW R-LINE 1.5,205000,Volkswagen,SUV/4x4,Essence,8,Automatique,Intégrale,4315,06.2023,19.02.2024,Tiguan VW R-LINE 1.5
Mercedes-Benz Classe E E200 KITT AMG,67000,Mercedes,Berline,Essence,11,Automatique,Traction,253557,03.2012,19.02.2024,-Benz Classe E E200 KITT AMG
Volkswagen Golf 8 ACTIVE,112000,Volkswagen,Citadine,Essence,6,Manuelle,Propulsion,53080,08.2021,19.02.2024,Golf 8 ACTIVE
KIA Rio 5p RIO PRESTIGE EDITION,68000,KIA,Citadine,Essence,5,Manuelle,Propulsion,46735,06.2019,19.02.2024,Rio 5p RIO PRESTIGE EDITION
Volkswagen Golf 7 IQ DRIVE RESTYLEE,79000,Volkswagen,Citadine,Essence,6,Manuelle,Propulsion,72044,11.2019,19.02.2024,Golf 7 IQ DRIVE RESTYLEE
Volkswagen Golf 7 IQ DRIVE,75500,Volkswagen,Compacte,Essence,6,Manuelle,Traction,89000,08.2020,19.02.2024,Golf 7 IQ DRIVE
Mitsubishi Pajero,33000,Mitsubishi,SUV/4x4,Diesel,11,Manuelle,Propulsion,300000,12.1998,19.02.2024,Pajero
BMW Série 1 Business line,68000,BMW,Citadine,Essence,7,Automatique,Automatique,190000,01.2018,19.02.2024,Série 1 Business line
BMW Série 3 SPORT,69000,BMW,Berline,Essence,7,Automatique,Propulsion,220000,01.2014,19.02.2024,Série 3 SPORT
Citroën C4 Excellente,35500,Citroën,Compacte,Essence,6,Manuelle,Manuelle,110000,07.2014,19.02.2024,C4 Excellente
Mercedes-Benz Classe B Pack,34000,Mercedes,Compacte,Essence,6,Automatique,Traction,122000,07.2007,19.02.2024,-Benz Classe B Pack
Volkswagen Golf 7 r line phase 2,75000,Volkswagen,Compacte,Essence,6,Manuelle,Traction,105000,08.2019,19.02.2024,Golf 7 r line phase 2
Great Wall M4 t options,49000,Great Wall,Autres,Essence,6,Manuelle,Traction,36000,02.2021,19.02.2024,M4 t options
KIA Rio 5p,54000,KIA,Citadine,Essence,5,Manuelle,Traction,88000,03.2019,19.02.2024,Rio 5p
Toyota Prado,75000,Toyota,SUV/4x4,Diesel,11,Manuelle,Manuelle,350000,06.2003,19.02.2024,Prado
Mini 3 portes,31500,Mini,Citadine,Essence,4,Manuelle,Traction,179000,07.2010,19.02.2024,3 portes
Volkswagen Tiguan Carat,48500,Volkswagen,SUV/4x4,Essence,13,Automatique,Intégrale,199500,01.2009,19.02.2024,Tiguan Carat
Renault Megane,52000,Renault,Berline,Diesel,6,Manuelle,Manuelle,120000,06.2019,19.02.2024,Megane
Peugeot 301,23000,Peugeot,Berline,Essence,5,Manuelle,Manuelle,197000,05.2019,19.02.2024,301
Mini 3 portes,30000,Mini,Coupé,Essence,5,Manuelle,Propulsion,229000,01.2010,19.02.2024,3 portes
Mini 5 portes Cooper Pack Funny,127000,Mini,Citadine,Essence,7,Automatique,Traction,20000,07.2021,21.02.2024,5 portes Cooper Pack Funny
Volkswagen T-Cross Topline,90000,Volkswagen,SUV/4x4,Essence,7,Automatique,Traction,28,01.2024,21.02.2024,T-Cross Topline
Land Rover Freelander 2,69000,Land Rover,SUV/4x4,Diesel,11,Automatique,Intégrale,180000,09.2009,21.02.2024,Freelander 2
Skoda Superb Ambassador,151420,Skoda,Berline,Essence,8,Automatique,Traction,60000,09.2021,26.02.2024,Superb Ambassador
Land Rover Discovery,126000,Land Rover,SUV/4x4,Diesel,8,Automatique,Traction,130000,08.2017,26.02.2024,Discovery
Mitsubishi ASX 4WD,122757,Mitsubishi,SUV/4x4,Essence,9,Automatique,Traction,55000,05.2021,26.02.2024,ASX 4WD
MG GS AWD,62000,MG,SUV/4x4,Essence,9,Automatique,Traction,115000,07.2017,26.02.2024,GS AWD
Mercedes-Benz Classe A,119000,Mercedes,Citadine,Essence,6,Manuelle,Traction,50000,01.2019,26.02.2024,-Benz Classe A
Mercedes-Benz Classe C 200 Pack AMG,148000,Mercedes,Citadine,Diesel,9,Automatique,Traction,80000,07.2019,26.02.2024,-Benz Classe C 200 Pack AMG
Mercedes-Benz Classe A Pack AMG,172000,Mercedes,Citadine,Essence,8,Automatique,Traction,15000,01.2022,26.02.2024,-Benz Classe A Pack AMG
Volkswagen Golf 8 United,128000,Volkswagen,Citadine,Essence,6,Manuelle,Traction,16000,01.2021,26.02.2024,Golf 8 United
Great Wall Poer,110000,Great Wall,Pick up,Diesel,11,Automatique,Traction,9000,08.2022,26.02.2024,Poer
Land Rover Discovery,120000,Land Rover,SUV/4x4,Essence,15,Automatique,Traction,170000,05.2015,26.02.2024,Discovery
Dongfeng SX3,65000,Dongfeng,SUV/4x4,Essence,7,Manuelle,Traction,30000,07.2021,26.02.2024,SX3
Nissan Micra,33000,Nissan,Citadine,Essence,4,Manuelle,Traction,100000,07.2019,26.02.2024,Micra
Mercedes-Benz Classe C AMG,55000,Mercedes,Berline,Essence,11,Automatique,Traction,263000,03.2009,26.02.2024,-Benz Classe C AMG
Mercedes-Benz Classe C AMG,115000,Mercedes,Berline,Essence,8,Automatique,Traction,119000,05.2015,26.02.2024,-Benz Classe C AMG
Audi A5 Coupé S-LINE,53000,Audi,Coupé,Essence,10,Automatique,Traction,239000,07.2011,26.02.2024,A5 Coupé S-LINE
Hyundai Tucson Hybride,155000,Hyundai,SUV/4x4,Hybride diesel,7,Automatique,Traction,51000,11.2021,26.02.2024,Tucson Hybride
BMW Série 3 Luxury,65000,BMW,Berline,Essence,7,Automatique,Traction,181000,06.2013,26.02.2024,Série 3 Luxury
Citroën C3,48500,Citroën,Berline,Essence,5,Manuelle,Traction,26000,12.2020,26.02.2024,C3
Land Rover Range Rover Evoque,110000,Land Rover,SUV/4x4,Diesel,8,Manuelle,Traction,128000,03.2015,26.02.2024,Range Rover Evoque
Mercedes-Benz Classe A AMG,138000,Mercedes,Compacte,Essence,9,Automatique,Traction,80000,03.2019,26.02.2024,-Benz Classe A AMG
BMW Série 5 Luxury,115000,BMW,Berline,Essence,9,Automatique,Traction,119000,03.2016,26.02.2024,Série 5 Luxury
BMW Série 1 KIT M,62500,BMW,Compacte,Diesel,6,Manuelle,Propulsion,70000,04.2013,26.02.2024,Série 1 KIT M
Renault Megane,54000,Renault,Compacte,Essence,7,Manuelle,Propulsion,120000,05.2017,26.02.2024,Megane
Hyundai i20 High Grade,39500,Hyundai,Compacte,Essence,5,Manuelle,Propulsion,122000,09.2016,26.02.2024,i20 High Grade
Hyundai Grand i10 1.2L 4 cylindres,46000,Hyundai,Compacte,Essence,5,Manuelle,Traction,38700,11.2021,11.02.2024,Grand i10 1.2L 4 cylindres
Volkswagen Polo 7,30500,Volkswagen,Berline,Essence,4,Manuelle,Traction,145000,07.2013,12.02.2024,Polo 7
Volkswagen Caddy,21000,Volkswagen,Autres,Diesel,8,Manuelle,Traction,410592,11.2009,12.02.2024,Caddy
BMW Série 3 Luxury,47000,BMW,Berline,Essence,7,Automatique,Propulsion,190000,07.2012,12.02.2024,Série 3 Luxury
Mercedes-Benz Classe E 180 KITT AMG,85000,Mercedes,Berline,Essence,9,Automatique,Propulsion,176312,01.2015,19.02.2024,-Benz Classe E 180 KITT AMG
BMW X4 KITT M,178000,BMW,SUV/4x4,Diesel,10,Automatique,Intégrale,84476,05.2018,19.02.2024,X4 KITT M
KIA Sportage BLACK EDITION,116000,KIA,SUV/4x4,Essence,8,Automatique,Intégrale,51813,10.2021,19.02.2024,Sportage BLACK EDITION
Volkswagen Golf 7 IQ-DRIVE RESTYLEE,93000,Volkswagen,Compacte,Essence,6,Manuelle,Propulsion,45187,09.2019,19.02.2024,Golf 7 IQ-DRIVE RESTYLEE
Mercedes-Benz Classe S S300 KITT AMG,220000,Mercedes,Berline,Hybride diesel,11,Automatique,Propulsion,211077,10.2016,19.02.2024,-Benz Classe S S300 KITT AMG
Peugeot 301,20500,Peugeot,Berline,Essence,5,Manuelle,Propulsion,205000,08.2014,06.02.2024,301
KIA Rio 5p,70000,KIA,Citadine,Essence,5,Manuelle,Traction,60000,05.2022,06.02.2024,Rio 5p
Peugeot 3008 Allure,85000,Peugeot,SUV/4x4,Essence,9,Automatique,Traction,58000,12.2019,06.02.2024,3008 Allure
Opel Insignia 1.6 Turbo,25900,Opel,Berline,Essence,11,Manuelle,Propulsion,260000,05.2013,06.02.2024,Insignia 1.6 Turbo
